file_name,caption
data/audiocaps/train/Y1OB2TC-aAqY.wav,A horse galloping
data/audiocaps/train/Y1OCv1wCGK-s.wav,"A child screams, an adult male is talking and vehicles are revving"
data/audiocaps/train/YkZ7_b_VVumc.wav,Splashing water with children speaking
data/audiocaps/train/YvvbK4KaEOTc.wav,Humming of an engine accelerating and revving
data/audiocaps/train/YOWhT0Gs-_q8.wav,Several explosions burst nearby as people grunt loudly
data/audiocaps/train/Yld9qe2J9Huk.wav,Someone snores briefly
data/audiocaps/train/Yoy2b5i_4-20.wav,A woman talking and then a cat meowing
data/audiocaps/train/YDJVEiFFUB6g.wav,A woman talks while frying something
data/audiocaps/train/Yoxs8A0Cdwwc.wav,Crashing waves and a gust of wind
data/audiocaps/train/YMDoHzN4CYYg.wav,Humming and vibrating of a motor
data/audiocaps/train/YkxZQJiOLSqE.wav,Honking of a horn of a passing train
data/audiocaps/train/YkxirwP8Idn0.wav,A man speaks then coughs followed by laughter
data/audiocaps/train/YMDSDhWhWfL8.wav,A train running followed by a train horn
data/audiocaps/train/YMDRJ8icmjgI.wav,A domestic animal is snoring and breathing loudly
data/audiocaps/train/YR8pcOO_A2uE.wav,Someone whistles nearby
data/audiocaps/train/YvfbOX5T8YDk.wav,Steam hissing as a train runs slowly on railroad tracks as gears crank and rumble
data/audiocaps/train/YBals78LmH5w.wav,Children speak and laugh with a man
data/audiocaps/train/YRmJE9uVdgAk.wav,A man yelling and ducks in the background
data/audiocaps/train/Y-5weqk40jaI.wav,Strong wind against the microphone simultaneously with heavy rain.
data/audiocaps/train/Y7PFt6ML7enY.wav,A child cries and yells and an adult speaks in response
data/audiocaps/train/Y7PBpJ4Uizfw.wav,Several sirens are wailing and a horn is honked twice
data/audiocaps/train/Y-62RXhX5GZk.wav,A dog grunts and an adult male speaks
data/audiocaps/train/Y-64ZmjOBlE8.wav,Water being turned on and off
data/audiocaps/train/Y-65gZY_yF3o.wav,Helicopter rotors drumming and squeaking bird
data/audiocaps/train/Y-668dhzzDQE.wav,Car engine sound in car race
data/audiocaps/train/Y-67q0yYR0zk.wav,People in a small crowd are speaking and a dog barks
data/audiocaps/train/Y-68677bCJWM.wav,Distressed cat growling and hissing violently while woman laughs and talks
data/audiocaps/train/Y-68L7q5JlL4.wav,Wind against a microphone on a speeding car
data/audiocaps/train/Y5sfQQb6HpSc.wav,A whistle and another man speaks and the whistling stops.
data/audiocaps/train/Y5seYj-vSnEc.wav,"Two men exchange words, then a car engine revs followed by a siren and fade in music"
data/audiocaps/train/Y5sWgFNwk5zY.wav,Someone fires a gun with others talking in the background
data/audiocaps/train/Y5sTt2AMCjSA.wav,A car is racing away very fast and its tires squeal a little
data/audiocaps/train/Y5sZnJLp9We4.wav,A loud siren whizzes past
data/audiocaps/train/Y5sXK2pdYAwg.wav,A woman hiccups and then women laugh and speak
data/audiocaps/train/YogXzNVUU3Xk.wav,"Coughing by woman and child, then woman and child speaking"
data/audiocaps/train/Y3qPzSfovVmk.wav,Truck engine running then a dragging noise
data/audiocaps/train/Y3qPBmioT8Fo.wav,"A dog is whining and whimpering, and an adult male is speaking"
data/audiocaps/train/Yog_JH9cxUeg.wav,Small frogs croak and chirp
data/audiocaps/train/Y3qNSaQnzWUs.wav,"The wind is blowing, a horse is trotting, and an adult male speaks"
data/audiocaps/train/Y3qKmsP6BPXM.wav,A car engine revving
data/audiocaps/train/Y3qOswVO4sb0.wav,A man is speaking
data/audiocaps/train/Y3qOK68-L2cU.wav,"An aircraft begins its takeoff, buzzing of small engines"
data/audiocaps/train/Y3qA8qMYz3Xw.wav,"A crowd is cheering and shouting, thumping occurs, an adult female speaks, and an adult male speaks"
data/audiocaps/train/Y3q94RIeQJ9Q.wav,"An adult female speaks, tapping occurs, and a dog barks"
data/audiocaps/train/Y3qKKDuwStA8.wav,A person is speaking and crumpling paper
data/audiocaps/train/Y3qC6_t1bjjw.wav,"Two adult females are speaking, a dog is panting, a squeak occurs, and whistling occurs"
data/audiocaps/train/Y689OVglGxKE.wav,A vehicle revs then explodes while a crowd cheers and an announcer exclaims
data/audiocaps/train/Y68AJ_1alYNg.wav,Man speaks while bees buzz
data/audiocaps/train/YxpRBnXZnRm0.wav,A man speaking followed by crinkling
data/audiocaps/train/YYkWrXaJNpn4.wav,A power tool hums and vibrates
data/audiocaps/train/YxpF_Jeaj7cs.wav,"A man speaking followed by a swoosh then a loud splash, then a man laughs"
data/audiocaps/train/YYkQ12wpHeUc.wav,Several birds tweet
data/audiocaps/train/YxpE3LXuhJS8.wav,Vibrations and humming of a power drill
data/audiocaps/train/Y67qTV1MDXhc.wav,A bell chiming
data/audiocaps/train/Y67r_mSftdjk.wav,A woman giving a speech
data/audiocaps/train/Y67rvn9HIZsM.wav,The chirping of multiple birds accompanies gurgling water and crunching footsteps
data/audiocaps/train/Y67yhKQpwvjo.wav,"People speak followed by spraying, then a phone rings"
data/audiocaps/train/Y67zyxZb-wQM.wav,A round of applause followed by a woman speaking
data/audiocaps/train/Y6813SgG-6Rk.wav,A door creaks open slowly
data/audiocaps/train/Y6850oZZoeb8.wav,"Traffic sounds are present and ongoing, an adult male is speaking, and metal clicking occurs"
data/audiocaps/train/YXbTazhNR5Cc.wav,A kid talks followed by a woman talking while several people laugh
data/audiocaps/train/Y3JNjTAf04rc.wav,People are talking and pig oinks
data/audiocaps/train/Y3JLBP8VnukU.wav,A dog whimpers repeatedly
data/audiocaps/train/Y2i8L8v2NTsY.wav,A man gives a speech
data/audiocaps/train/Y2i8w_CZEprk.wav,"Water flowing, wind blowing, a dog whimpers"
data/audiocaps/train/Y3JAjNVImec4.wav,People cheering and race cars racing by
data/audiocaps/train/Y2i82jVZy1pk.wav,"Some unidentified low sound, followed by a child laughter and a female chuckling"
data/audiocaps/train/Y3J9nGJ5dmsI.wav,Motorcycle driving away at high speeds
data/audiocaps/train/Y3J7NzRVaixM.wav,"The wind is blowing, an engine runs, and tires squeal"
data/audiocaps/train/Y2hyT23nJm_4.wav,"A female speaking, then a baby babbling, then a female cheering and clapping, followed by another female laughing and speaking"
data/audiocaps/train/Y2i-sTS4rNgs.wav,A big engine is sitting in idle
data/audiocaps/train/Y2hxTX4mb0bY.wav,"An adult male is speaking, a motor is running, rhythmic vibration, and water is gurgling"
data/audiocaps/train/Y2hxyWkenHI4.wav,"A rapping sound is present and is echoing in a room, and people in a crowd speak in the background"
data/audiocaps/train/YyuqiS8rSp64.wav,Humming and whooshing of a helicopter hovering close
data/audiocaps/train/Y8Cscq1H9Lng.wav,A vehicle driving and accelerating
data/audiocaps/train/Y8Cpw8deghns.wav,Crinkling noise followed by a man talking
data/audiocaps/train/Y8ClpqdlMMTE.wav,A small dog whimpering and howling
data/audiocaps/train/Y8Cpu6HuZppw.wav,Someone suddenly sneezes out loud
data/audiocaps/train/Y8CpkuIJ1aQg.wav,An adult male is speaking informatively
data/audiocaps/train/Y8CdmbbBcx14.wav,A kid speaking and another kid talks in the background
data/audiocaps/train/Y8C_A2FOG02E.wav,Bell chiming with a vehicle starting up
data/audiocaps/train/Y8Cl-_ONJOes.wav,A man is talking
data/audiocaps/train/Y8Cex_va7-8U.wav,"A horse walks, some wood creaks, and a man talks"
data/audiocaps/train/YixaVHv5vqlw.wav,"An adult female snickers quietly while faint snoring is ongoing, and random quiet metal clinking occurs"
data/audiocaps/train/Y77fe_-5zCmM.wav,"An adult male speaks, a meow occurs, then a boom, the male speaks again, and mechanical clicking occurs"
data/audiocaps/train/YLkXhkR4lTS4.wav,A person talking the entire clip
data/audiocaps/train/Y77eV2YFJwgc.wav,A gun is cocked and fired rapidly and cartridges ping against the floor
data/audiocaps/train/YLkPH8_fJ7Ls.wav,A male child speaks and plastic crumples and crinkles
data/audiocaps/train/YLkNOOWFKHD8.wav,Water splashing and gurgling as people talk
data/audiocaps/train/YXB-lOd-HH1o.wav,A man talks while different birds tweet
data/audiocaps/train/YRmAsVtD8qzw.wav,A train hiss loudly
data/audiocaps/train/Y77_C3AMGp1k.wav,Water is filling a basin and a young man is speaking
data/audiocaps/train/YNnt49h9kSuQ.wav,A man speaking followed by glass shuffling then wood clanking before glass clanks proceeded by liquid pouring into a container
data/audiocaps/train/Y77ZFT8HuVq0.wav,"A boat motor is running and then accelerates, and water is splashing"
data/audiocaps/train/Y77YX1V-mPcY.wav,Water is flowing making bubbly sounds and splashing around
data/audiocaps/train/YNnv7ImgNAEg.wav,Continuous hissing with bells and a horn honking
data/audiocaps/train/Y77W8716C44A.wav,A frog croaking
data/audiocaps/train/YMgHh1iN_8fk.wav,A sewing machine operates with squeaking sounds followed by knocking
data/audiocaps/train/YUA5_5uj4iIw.wav,"The whir of machine motors, the clacking of wooden boards"
data/audiocaps/train/Y77VHwpyq6xo.wav,A dog barks while people speak
data/audiocaps/train/YU9ySkH80BU8.wav,Someone speaks as water runs into a sink
data/audiocaps/train/YNo4tP84-NvI.wav,Clanking with brief speech
data/audiocaps/train/YqNsnip5tvsg.wav,A person talking as a crowd laughs
data/audiocaps/train/YXASclzoqguI.wav,A woman talks followed by sizzling and frying of food
data/audiocaps/train/YqNxytjnLbOE.wav,A train engine is running and rhythmically chugging
data/audiocaps/train/YqO0P57aZBiw.wav,A steam engine running on railroad tracks as steam heavily hisses
data/audiocaps/train/YqOA4vLvHHn8.wav,Dogs growling while a woman is talking followed by dogs barking
data/audiocaps/train/Yqzy-KWlmlgc.wav,A spray is triggered
data/audiocaps/train/YRmF5uH_SuKQ.wav,Several engines work in idle nearby
data/audiocaps/train/YKLGJt-Q65RA.wav,Small birds chirping with people speaking
data/audiocaps/train/YkZ6h5EYl6fs.wav,A large engine roars and someone is shouts a loud short rout
data/audiocaps/train/Y4I2KlSyijz4.wav,Men talk while an audience laughs and water runs from a faucet
data/audiocaps/train/Y4IF49XmNCaw.wav,"A toilet flushes, water flows"
data/audiocaps/train/Y4HtkTDr342c.wav,A man is speaking and water is gurgling in the background
data/audiocaps/train/Y4HxIyosr-AM.wav,A man is narrating while instrumental music plays and a plane engine sounds
data/audiocaps/train/Y4HrtJcJc174.wav,A woman is giving a speech
data/audiocaps/train/Y4Hs1yZu1GAU.wav,Food is sizzling dishes are clanging together and a woman is speaking
data/audiocaps/train/Y4HzAuSA8Syk.wav,"People talking in foreign language, train horn"
data/audiocaps/train/Y4I0SfHz97Ag.wav,"People applaud, and a man speaks"
data/audiocaps/train/Y4Hy1t6KBY4o.wav,Vehicle drives and honks its horn
data/audiocaps/train/Y4Hz53AafH7s.wav,Motor slowing down
data/audiocaps/train/YRX7gmpgfnYs.wav,A man is talking and spraying something
data/audiocaps/train/YRXE39pZXG3M.wav,A few slams are followed by referee whistles
data/audiocaps/train/YRXE4HGOTQWI.wav,Phone ringing then two men speaking
data/audiocaps/train/YEN_D3UzTfqE.wav,"An engine vibrates loudly nearby, and then wind blows"
data/audiocaps/train/YRXNZ-0Wteno.wav,Vehicle traffic with a distant horn honking followed by a louder horn honking
data/audiocaps/train/YRXPij7peR3I.wav,Singing followed by a man speaking then a bang
data/audiocaps/train/YtdWWY6SoqlY.wav,A bus slows down and its engine decelerates quietly
data/audiocaps/train/YtdUv86s7PMw.wav,An engine works while some frogs croak
data/audiocaps/train/YtdZk4rxpSlc.wav,Whimpering and long yipping.
data/audiocaps/train/Ytdfz7W9xNIw.wav,Loud wind noises and a car horn and a person talking at the end
data/audiocaps/train/YWxuCynzEntQ.wav,Metal clangs together in an enclosed space
data/audiocaps/train/Y7XQZvjD_Ww0.wav,A small motor is vibrating consistently
data/audiocaps/train/YISTN_64MVnA.wav,An electronic bleep beeping repeatedly
data/audiocaps/train/Y7XCSZi0rS5E.wav,A baby laughs and a man speaks
data/audiocaps/train/Y7XCaCkHgkZM.wav,A cat is meowing over and over
data/audiocaps/train/Y7X3i7llSK9U.wav,A train is blowing its horn as it passes by
data/audiocaps/train/Y7XAySrozWrk.wav,People in a small room are chanting and singing
data/audiocaps/train/Y7XKwZAmhdrg.wav,A bus engine idles and people are having a conversation
data/audiocaps/train/Y7XL--db_qQ4.wav,A bell is ringing and a train blows its horn twice long and hard
data/audiocaps/train/Y7XChPEYFWpA.wav,People are talking and bees are quietly buzzing in the background
data/audiocaps/train/YL5gAhon3a68.wav,A person speaks and a small RC engine spools up
data/audiocaps/train/YL5fq5D1Uces.wav,As the wind blows steadily a bird sings and an engine goes by
data/audiocaps/train/YIs4oH0_g21U.wav,A sheep bleats and some objects hit
data/audiocaps/train/YIryLRJ2P_qQ.wav,An insect buzzing intermittently
data/audiocaps/train/YIs0jFNep7kY.wav,Fast rubbing followed by speech
data/audiocaps/train/YCEzwcZnypSY.wav,A man speeches while a crowd whispers
data/audiocaps/train/YCEgyXSAygiw.wav,"Explosions, gun fire, and popping and whizzing sounds"
data/audiocaps/train/YCEggxDcgEHc.wav,Metal clashes and a man speaks
data/audiocaps/train/Y-RMHRmd5utQ.wav,Continuous mechanical beep
data/audiocaps/train/Y-RLhcWjOd1E.wav,Animal noises and whimpering
data/audiocaps/train/Y-RKs4NoVRms.wav,A woman sneezes before describing the side effects of her cold
data/audiocaps/train/Y-RIXNh-i88E.wav,Woman speaking while a pan sizzles
data/audiocaps/train/Y-RH8_ZSbHhc.wav,Chatter and then a car horn beeping
data/audiocaps/train/Y-RFRH50Qobg.wav,Train horn tooting multiple times
data/audiocaps/train/Y998RhGRlp1c.wav,Rain hitting the roof
data/audiocaps/train/Y995vcjHHtZc.wav,People are being pushed back on her own
data/audiocaps/train/Y994l_hUXlCM.wav,"A group of birds cheep, a man speaks"
data/audiocaps/train/Y5yAi2mLckGE.wav,Two woman speak while ducks quack in the background
data/audiocaps/train/Y98yzDuNZqjk.wav,A boat or vehicle engine running steadily
data/audiocaps/train/Y-ROt5_xhcyo.wav,Vibration and noise of a working motor
data/audiocaps/train/Y-RNPQI3AJMw.wav,Rapid gunfire and gunshots
data/audiocaps/train/YB9JPdSzZXvc.wav,A door is sliding open
data/audiocaps/train/YB9J303z3ICM.wav,A flushing of water and people talking
data/audiocaps/train/YB9Hlx2G4ADc.wav,An idling engine sound is followed by an engine revving
data/audiocaps/train/YB9F7ijiMaxs.wav,Children are speaking followed by laughter
data/audiocaps/train/YB98GzVyBEH8.wav,"A man speaking in the distance with traffic passing in the distance, then a man speaks nearby and a door opens"
data/audiocaps/train/YB97t6blNHnA.wav,An engine idling consistently
data/audiocaps/train/YB94vwFIqTUQ.wav,A man speaks and types
data/audiocaps/train/YB9-LyMdFE4I.wav,Sanding and cracking
data/audiocaps/train/YB8xK_lJFsRw.wav,People speaking on a moving bus
data/audiocaps/train/YB8t0JMx0vyk.wav,Water pours out onto a surface
data/audiocaps/train/YwEXFa9wRSn0.wav,International music plays as water pours into a pot and finally some splashes
data/audiocaps/train/YUrSXp3cd3tw.wav,Humming of engines with some clicking and crackling
data/audiocaps/train/YwEDtBaumjH8.wav,A train horn sounds then someone laughs
data/audiocaps/train/YwEDditLGJwg.wav,"Several small shuffles of hard objects knocking, followed by loud explosions interspersed by a grown man chuckling"
data/audiocaps/train/Y5y4pi2ShzhY.wav,A explosion and a man speaking
data/audiocaps/train/Yw5xqAI6Ev40.wav,Clanking followed by a toilet flushing and then some more clanking
data/audiocaps/train/Y4C2yBknu3ZM.wav,Church bells chime loudly and repeatedly
data/audiocaps/train/Y4C-Abooz-OA.wav,The engine of a small machine pulling chains
data/audiocaps/train/Y4BwQL9lW7A4.wav,A vibrating noise
data/audiocaps/train/Y2Qh9AFPNq50.wav,A dog is barking people are talking
data/audiocaps/train/Y4C6JkAoRyVk.wav,A horse neighs and birds chirp outside
data/audiocaps/train/Y4C5_pfsrp3Q.wav,Birds are flapping their wings and some bird call
data/audiocaps/train/Y4C4dfeDruIw.wav,A person snoring
data/audiocaps/train/Y2QZSUAQMHqk.wav,Motor running followed by faint murmuring and gunshot
data/audiocaps/train/Y2QXhTsNhzIQ.wav,"A distant train horn, followed by the clickety-clank of the train on the rail"
data/audiocaps/train/Y4C7zRL0dVgE.wav,An aerosol is sprayed
data/audiocaps/train/Y4C7XyQgZ_8I.wav,A thump noise and a bird chirps
data/audiocaps/train/Y2QTH4_WQlgg.wav,A toilet flushes and then woman laugh in the background
data/audiocaps/train/Y2QLhxtgqvU8.wav,"A man speaks followed by electrical hums, some clicking, and liquid being poured"
data/audiocaps/train/Y2QXBc5C7Ut0.wav,Female speaking followed by child speaking
data/audiocaps/train/YrsfXfpnLfeE.wav,Frogs croaking and chirping
data/audiocaps/train/YePDemSpE3Ho.wav,Continuous emergency sirens and horns
data/audiocaps/train/Yrt-0CEbzL2k.wav,High pitched continuous ringing followed by clanking and rustling
data/audiocaps/train/YrsrZOjkQ3rY.wav,Rubbing and scraping followed by a soft power tool drilling then a louder power tool drilling
data/audiocaps/train/YrswivgQdpFA.wav,A child and man speak then whistle
data/audiocaps/train/Yrt0Ksg7zpow.wav,"An engine revs, tires squeal, a car accelerates into the distance"
data/audiocaps/train/Y_-sns7INCWo.wav,Rustling together with male speech and white noise
data/audiocaps/train/YmZRsCN0ygaM.wav,Water running followed by paper ripping
data/audiocaps/train/YR8z8J9klk70.wav,A camera is shuffled and a clang occurs
data/audiocaps/train/YOzmtIGIsh7Y.wav,A man is speaking then a sewing machine briefly turns on and off
data/audiocaps/train/Y_0GMVllsIy4.wav,A pigeon coos softly and then there is a lot of pecks and cooing by a lot of birds
data/audiocaps/train/Y8xfX6p4e1ZI.wav,Clip-clop of a horse trotting by
data/audiocaps/train/YOzvXPl848dw.wav,A man speaks with some dry scraping and sanding
data/audiocaps/train/Y8xah8J3bWis.wav,A man and a woman talking as a telephone is ringing
data/audiocaps/train/Y5yFBvLbq1XA.wav,Water running from a faucet
data/audiocaps/train/YRbrSbC-bGY0.wav,Wind blows and birds tweet
data/audiocaps/train/Yoy-nvX8f8nY.wav,A drill runs continuously
data/audiocaps/train/YSUF1l9xmZ-A.wav,An engine revs very close by and then idles rickety
data/audiocaps/train/YSUTOf4oOJRE.wav,A loud engine idling
data/audiocaps/train/YSUNjVhN08fE.wav,A man speaks as water flows down a stream
data/audiocaps/train/Y8j7q3t8ie10.wav,Moving of objects followed by a beep
data/audiocaps/train/Y8jF5KAS1LkI.wav,Females speech followed by a sewing machine in operation
data/audiocaps/train/Y8j6uc8DEzWA.wav,A man is speaking and loud bangs happen
data/audiocaps/train/YkxY_Asbi1wI.wav,Water moves around and splashes loudly as a man grunts at the end
data/audiocaps/train/Y8j5gWsCQ3_4.wav,A woman speaking and crowd cheering
data/audiocaps/train/Y8j69QB0y4Cw.wav,A vehicle driving by quietly and slowly
data/audiocaps/train/Y8ixP67tAOXs.wav,Vehicles are racing by at a fast speed
data/audiocaps/train/Y8j-jFjOn_4A.wav,Wind is blowing and woman is laughing
data/audiocaps/train/Y8itRcDYjTiw.wav,A man talking and traffic driving
data/audiocaps/train/Y8itzyk-WgP0.wav,A frog chirps and other frogs and crickets chirp in the background
data/audiocaps/train/Y5MVE73rP6R8.wav,A large engine hums and speeds down a roadway
data/audiocaps/train/Y5yAnVjPDShU.wav,Sirens ring out and cars speed by in the background
data/audiocaps/train/Y5MSE1-YlVfc.wav,A woman speaks followed by laughter and a cat crying
data/audiocaps/train/YW8BDM_jth3Y.wav,A man speaks and a computer keyboard is clicked
data/audiocaps/train/Y5MXhhFv6AMo.wav,A toilet being flushed
data/audiocaps/train/YIU9Z_7GsYNM.wav,Wind blows in a tunnel
data/audiocaps/train/Y5MWchKu240k.wav,Dog continuously barking while middle aged woman vocalizes in distinct accent and laughs
data/audiocaps/train/Y2KLSmeAXUHU.wav,An engine is revving up
data/audiocaps/train/YmZCsDKLUDQY.wav,Motorcycles pass by loudly as people talk nearby
data/audiocaps/train/Y5MIXgA43C0M.wav,"People speak, some splashing and clapping followed by laughing"
data/audiocaps/train/YZ9yyGhM_9qw.wav,Buzzing of nearby insects with distant quacking and faint speaking from a nearby man
data/audiocaps/train/Y5MRDu6qgla0.wav,A crowd of people are talking and a police siren goes off loudly
data/audiocaps/train/YfXUT4w2jCWs.wav,An engine sound is followed by the sound of helicopter blades
data/audiocaps/train/Y5MQaessPo-0.wav,Multiple car engines run
data/audiocaps/train/YZ9aB-SFDnwk.wav,"A man talks nearby, followed by a door closing, after which the man continues to talk"
data/audiocaps/train/YMDW5VlmaGjA.wav,A vehicle engine revving and accelerating while driving by
data/audiocaps/train/Y-8v6KSVvQrc.wav,The man is speaking and the backside spray sound
data/audiocaps/train/Y-8uTrn1Y85U.wav,Ducks are quacking and an adult female speaks
data/audiocaps/train/Y-8tskHwTfcQ.wav,The sound of dried leaves rubbing against one another in response to being moved by the wind or another cause
data/audiocaps/train/Y-8sR1D7oCic.wav,A race vehicle is accelerating its engine
data/audiocaps/train/Y-8ysWJSrITc.wav,She is talking
data/audiocaps/train/Y-8yNBmjX1bE.wav,Women speaking followed by children speaking
data/audiocaps/train/Y-8yCp5GagJA.wav,The water tap was running water out of the faucet
data/audiocaps/train/Y-8xXKLBLOnc.wav,A drill motor is running
data/audiocaps/train/Y-8zyGG5y3io.wav,"A woman speaks to a crowd, some camera clicks"
data/audiocaps/train/Y-8z7eJDWf9U.wav,A vehicle engine idles roughly
data/audiocaps/train/YsN5B3nfGlZY.wav,Someone is typing keys on a computer keyboard at a fast pace
data/audiocaps/train/YgW4iTnEvqHA.wav,"A car engine hums nearby, and then people talk quietly"
data/audiocaps/train/Y5MXtSBsWrGs.wav,An engine is being switched on
data/audiocaps/train/Y0UlteOknFwI.wav,Dog snuffling and panting
data/audiocaps/train/Y0UlXhWYb9Js.wav,A whistle blows then a car comes and passes very fast
data/audiocaps/train/Y0UlaI-oeITg.wav,The cars are passing by
data/audiocaps/train/Y0UjmiLcmMa8.wav,A toilet flushing away water while a bathroom stall door makes noise
data/audiocaps/train/Y0Ukop25AhEc.wav,A loud long burp is followed by a laugh
data/audiocaps/train/Y0Ui0shNtHfY.wav,"Water is running and gurgling, and a female speaks in the background"
data/audiocaps/train/Y0UjUkHszzZ4.wav,An adult male speaks and a medium vehicle engine starts up
data/audiocaps/train/Y0Uf85Z4A7t4.wav,Someone crying with dog barking and woman's voice in background
data/audiocaps/train/Y0UhqGLU3zac.wav,Vehicle spinning tires in place
data/audiocaps/train/YTu0-doXRwUk.wav,Rustling followed by a toilet flushing
data/audiocaps/train/YxiEIyeo6R7o.wav,A vehicle engine slowly accelerates
data/audiocaps/train/YTuIfnuhmDq4.wav,A couple of sequences where a computer-generated voice is followed by typing
data/audiocaps/train/YTuIQg2cJqAs.wav,A child sneezes repeatedly
data/audiocaps/train/YUcYa-1k0Nvc.wav,Steam following by a slide whistle
data/audiocaps/train/Yxi5tZADVwcw.wav,A man speaks and bees buzz
data/audiocaps/train/Yxi7oWgo-wqM.wav,High pitched screeching followed by rustling and some croaking
data/audiocaps/train/YhUViJ9zgHKw.wav,Something squeals in protest and then something is clanked
data/audiocaps/train/YQ4ph8Eyq2Pw.wav,A person talks nearby as an engine idles nearby and wind blows
data/audiocaps/train/YVWLLeNYvxII.wav,Paper crackles nearby as it is manipulated
data/audiocaps/train/YVWNo6X7aecQ.wav,A race car is driving as a man talks
data/audiocaps/train/YVWBLKuEA6EY.wav,A vehicle engine is accelerated and a man speaks
data/audiocaps/train/YVWKCKIx5vAA.wav,Water dripping and gurgling
data/audiocaps/train/Yaad-tAx1DU0.wav,A machine works
data/audiocaps/train/YdtkT2VYNgXA.wav,Birds chirping and a person whistling
data/audiocaps/train/Yx2ZyKE89nzw.wav,"A child breathes hard, coughs, and then cries"
data/audiocaps/train/Y8MvVwaGPKnI.wav,"Birds are chirping, crickets are chirping, rustling occurs, and an adult male speaks"
data/audiocaps/train/Y8MxxgRV8o7U.wav,"An adult male speaks, water runs, splashes and gurgles, and a thump occurs"
data/audiocaps/train/Y8MzdJUn9n8U.wav,A car starts up and is revved
data/audiocaps/train/Y8N-sgJB6Ias.wav,A man is speaking followed by a thud
data/audiocaps/train/Y8N0pMDO4hsQ.wav,"Approaching vehicle with blowout, birds in background"
data/audiocaps/train/Y8N4KO96rkdU.wav,Water crashing and small person talking
data/audiocaps/train/Y8N5c7JZmKGs.wav,"Traffic is audible, a motor vehicle passes by, and slight clicking occurs"
data/audiocaps/train/Y8N5eETeI8Z0.wav,"A child cries, a woman speaks, cat shrieks and the child cries more"
data/audiocaps/train/Y8NAMpUl01ug.wav,Wind blowing hard followed by two men talking in distant ending with a frog croaking
data/audiocaps/train/Yxodr5wnFQvs.wav,Traffic revs up far in the distance
data/audiocaps/train/YxobSVmWsS3M.wav,A back and forth sanding noise
data/audiocaps/train/YxoeIYiJsPy0.wav,A helicopter whirs consistently
data/audiocaps/train/YxoeGfFrOSec.wav,A man talks while a model airplane flies
data/audiocaps/train/YTVWqe2XM0o8.wav,Men speak with splashing water
data/audiocaps/train/YTVDvmHlcGm0.wav,A door opens up nearby
data/audiocaps/train/YTVdoDP96590.wav,High pitched whistling following by low whistling
data/audiocaps/train/YbDrPO37cp6M.wav,A machine works while wind blows strongly followed by a siren being triggered
data/audiocaps/train/YDKM2KjNkX18.wav,A man speaks and types on a keyboard
data/audiocaps/train/YSdzaTL0aJXc.wav,Wind blows and people laugh followed by a horse neighing
data/audiocaps/train/YxzCbpSQgdpI.wav,A car engine accelerates followed by a beep
data/audiocaps/train/Y7P8x9GIvRJA.wav,A woman is narrating in a foreign language
data/audiocaps/train/Y5siQ3K31KeI.wav,"Sewing machine going, then stopping and starting up again"
data/audiocaps/train/YfMGNky979o4.wav,Continuous digital beeping
data/audiocaps/train/Y5siKASaXYTU.wav,Numerous background noise of people and animals that end with an animal bellowing
data/audiocaps/train/Y1ijeSI4LOrU.wav,Birds are flapping their wings
